DATAFLOW,LAST UPDATE,freq,ind_type,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Bulgaria,2025,25.90,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Switzerland,2025,47.53,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Cyprus,2025,47.12,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Czechia,2025,37.40,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Germany,2025,34.10,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Denmark,2025,48.58,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,36.32,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Estonia,2025,49.16,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Greece,2025,49.45,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Spain,2025,39.32,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,European Union - 27 countries (from 2020),2025,34.82,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Finland,2025,47.18,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,France,2025,39.44,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Croatia,2025,32.04,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Hungary,2025,31.86,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Ireland,2025,45.03,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Italy,2025,21.99,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Lithuania,2025,41.31,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Luxembourg,2025,42.91,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Latvia,2025,35.34,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,North Macedonia,2025,23.90,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Malta,2025,48.38,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Netherlands,2025,44.83,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Norway,2025,57.00,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Poland,2025,25.30,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Portugal,2025,43.26,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Romania,2025,19.07,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Serbia,2025,20.71,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Sweden,2025,42.75,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Slovenia,2025,41.02,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Slovakia,2025,33.29,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: in the last 3 months,Percentage of individuals who used internet in the last 3 months,Türkiye,2025,19.15,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Austria,2025,14.30,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Bosnia and Herzegovina,2025,5.02,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Belgium,2025,10.26,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Bulgaria,2025,5.17,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Switzerland,2025,20.69,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Cyprus,2025,14.46,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Czechia,2025,8.37,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Germany,2025,6.04,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Denmark,2025,17.86,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,10.09,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Estonia,2025,15.41,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Greece,2025,11.22,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Spain,2025,16.26,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,European Union - 27 countries (from 2020),2025,9.38,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Finland,2025,11.45,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,France,2025,10.96,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Croatia,2025,13.37,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Hungary,2025,0.62,u,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Ireland,2025,12.53,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Italy,2025,6.37,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Lithuania,2025,8.98,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Luxembourg,2025,12.19,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Latvia,2025,7.81,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,North Macedonia,2025,4.21,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Malta,2025,20.22,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Netherlands,2025,13.10,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Norway,2025,14.23,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Poland,2025,4.59,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Portugal,2025,14.46,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Romania,2025,3.37,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Serbia,2025,5.33,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Sweden,2025,20.99,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Slovenia,2025,9.17,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Slovakia,2025,9.05,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals,Türkiye,2025,5.41,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Austria,2025,15.00,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Bosnia and Herzegovina,2025,5.57,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Belgium,2025,10.64,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Bulgaria,2025,5.95,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Switzerland,2025,20.92,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Cyprus,2025,15.42,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Czechia,2025,8.86,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Germany,2025,6.38,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Denmark,2025,17.91,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,10.72,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Estonia,2025,16.24,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Greece,2025,12.58,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Spain,2025,16.87,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,European Union - 27 countries (from 2020),2025,10.01,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Finland,2025,11.67,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,France,2025,11.54,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Croatia,2025,15.56,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Hungary,2025,0.67,u,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Ireland,2025,12.56,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Italy,2025,7.06,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Lithuania,2025,10.06,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Luxembourg,2025,12.30,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Latvia,2025,8.26,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,North Macedonia,2025,4.57,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Malta,2025,21.05,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Netherlands,2025,13.14,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Norway,2025,14.40,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Poland,2025,5.12,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Portugal,2025,16.16,,
ESTAT:ISOC_AI_IAIU$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Use of generative AI tools: for formal education,Percentage of individuals who used internet in the last 3 months,Romania,2025,3.61,,
