DATAFLOW,LAST UPDATE,freq,ind_type,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Italy,2025,47.39,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Lithuania,2025,43.38,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Luxembourg,2025,38.77,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Latvia,2025,42.29,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Montenegro,2025,11.97,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,North Macedonia,2025,46.48,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Malta,2025,26.78,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Netherlands,2025,30.40,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Norway,2025,30.98,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Poland,2025,60.76,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Portugal,2025,38.51,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Romania,2025,45.90,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Serbia,2025,49.67,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Sweden,2025,37.38,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Slovenia,2025,41.65,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Slovakia,2025,45.88,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who used internet in the last 3 months,Türkiye,2025,51.20,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Austria,2025,60.83,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Bosnia and Herzegovina,2025,11.59,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Belgium,2025,62.43,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Bulgaria,2025,70.68,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Switzerland,2025,62.46,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Cyprus,2025,76.41,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Czechia,2025,76.47,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Germany,2025,78.38,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Denmark,2025,71.04,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,62.54,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Estonia,2025,82.79,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Greece,2025,70.53,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Spain,2025,35.15,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,European Union - 27 countries (from 2020),2025,64.25,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Finland,2025,72.27,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,France,2025,62.30,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Croatia,2025,67.77,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Hungary,2025,49.06,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Ireland,2025,53.86,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Italy,2025,60.75,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Lithuania,2025,73.91,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Luxembourg,2025,68.11,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Latvia,2025,65.40,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Montenegro,2025,58.84,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,North Macedonia,2025,61.08,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Malta,2025,51.87,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Netherlands,2025,55.10,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Norway,2025,72.31,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Poland,2025,81.34,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Portugal,2025,67.87,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Romania,2025,56.72,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Serbia,2025,62.64,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Sweden,2025,65.77,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Slovenia,2025,70.60,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Slovakia,2025,68.77,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: No need,Percentage of individuals who have not used any generative AI tools in the last 3 months,Türkiye,2025,63.33,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Austria,2025,7.22,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Bosnia and Herzegovina,2025,0.62,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Belgium,2025,3.81,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Bulgaria,2025,1.39,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Switzerland,2025,5.31,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Cyprus,2025,0.19,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Czechia,2025,2.69,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Germany,2025,2.35,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Denmark,2025,2.91,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,3.48,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Estonia,2025,1.12,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Greece,2025,2.26,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Spain,2025,3.61,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,European Union - 27 countries (from 2020),2025,3.28,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Finland,2025,3.63,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,France,2025,4.52,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Croatia,2025,4.47,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Hungary,2025,2.88,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Ireland,2025,3.35,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Italy,2025,3.70,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Other,Percentage of individuals,Lithuania,2025,1.34,,
